"province_kh_name","province_en_name","district_kh_name","district_en_name","commune_kh_name","commune_en_name","station_number","station_name","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","useful_votes","non_useful_votes","total_in_box"
"កណ្ដាល","Kandal","ស្អាង","S'ang","ស្វាយប្រទាល","Svay Broteal","0992","សាលារៀនបារ៉ែនលើ (ខ)","11","4","2","305","0","","","33","100","2","84","541","6","547"
"កណ្ដាល","Kandal","ស្អាង","S'ang","ស្វាយប្រទាល","Svay Broteal","0993","សាលារៀនបារ៉ែនលើ (គ)","25","4","8","205","0","","","30","57","5","133","467","11","478"
"កណ្ដាល","Kandal","ស្អាង","S'ang","ស្វាយប្រទាល","Svay Broteal","0994","សាលាប៉ារែនក្រោម","21","4","7","294","1","","","21","89","2","73","512","5","517"
"កណ្ដាល","Kandal","ស្អាង","S'ang","ស្វាយប្រទាល","Svay Broteal","0995","សាលាប៉ារែនក្រោម","40","1","6","286","1","","","36","89","3","46","508","6","514"
"កណ្ដាល","Kandal","ស្អាង","S'ang","ស្វាយប្រទាល","Svay Broteal","0996","សាលារៀនទកអាង (ក)","34","1","4","163","3","","","30","154","3","88","480","9","489"
"កណ្ដាល","Kandal","ស្អាង","S'ang","ស្វាយប្រទាល","Svay Broteal","0997","សាលារៀនទឹកអាង (ខ)","30","2","15","111","0","","","32","90","4","158","442","8","450"
"កណ្ដាល","Kandal","ស្អាង","S'ang","ស្វាយប្រទាល","Svay Broteal","0998","សាលារៀនឫស្សីជ្រោយ (ខ)","59","1","2","207","2","","","30","126","26","110","563","2","565"
"កណ្ដាល","Kandal","ស្អាង","S'ang","ស្វាយរលំ","Svay Rolom","0999","សាលាឆទានភូមិលេខ ១","12","0","4","276","1","","","20","133","1","38","485","12","497"
"កណ្ដាល","Kandal","ស្អាង","S'ang","ស្វាយរលំ","Svay Rolom","1000","កន្លែងនេសាទ","17","3","3","241","1","","","14","120","3","50","452","15","467"
"កណ្ដាល","Kandal","ស្អាង","S'ang","ស្វាយរលំ","Svay Rolom","1243","កន្លែងនេសាទ","16","0","1","264","2","","","21","156","1","62","523","8","531"
"កណ្ដាល","Kandal","ស្អាង","S'ang","ស្វាយរលំ","Svay Rolom","1001","សាលារៀនដើមអង្កោល","16","1","3","200","2","","","8","208","9","106","553","6","559"
"កណ្ដាល","Kandal","ស្អាង","S'ang","ស្វាយរលំ","Svay Rolom","1002","សាលារៀនដើមអង្កោល","15","6","3","210","3","","","12","182","13","119","563","6","569"
"កណ្ដាល","Kandal","ស្អាង","S'ang","ស្វាយរលំ","Svay Rolom","1003","សាលារៀនដើមអង្កោល","7","3","6","224","1","","","7","169","6","101","524","5","529"
"កណ្ដាល","Kandal","ស្អាង","S'ang","ស្វាយរលំ","Svay Rolom","1151","សាលារៀនដើមអង្កោល","16","2","4","185","1","","","6","179","10","106","509","0","509"
"កណ្ដាល","Kandal","ស្អាង","S'ang","ស្វាយរលំ","Svay Rolom","1004","សាលារៀនស្វាយរលំ","17","2","3","254","0","","","13","193","4","65","551","6","557"
"កណ្ដាល","Kandal","ស្អាង","S'ang","ស្វាយរលំ","Svay Rolom","1005","សាលារៀនស្វាយរលំ","19","0","3","222","4","","","8","201","3","65","525","7","532"
"កណ្ដាល","Kandal","ស្អាង","S'ang","ស្វាយរលំ","Svay Rolom","1006","សាលារស្ម ីសាមគ","9","1","4","213","1","","","23","106","3","42","402","4","406"
"កណ្ដាល","Kandal","ស្អាង","S'ang","ស្វាយរលំ","Svay Rolom","1303","សាលារស្ម ីសាមគ","15","1","0","236","1","","","27","106","2","46","434","4","438"
"កណ្ដាល","Kandal","ស្អាង","S'ang","ស្វាយរលំ","Svay Rolom","1007","សាលារស្ម ីសាមគ","18","8","3","256","2","","","26","126","2","65","506","7","513"
"កណ្ដាល","Kandal","ស្អាង","S'ang","តាលន់","Talon","1008","បឋមសិក្សា តាលន់","18","5","2","225","0","","","46","171","20","77","564","8","572"
"កណ្ដាល","Kandal","ស្អាង","S'ang","តាលន់","Talon","1009","បឋមសិក្សា ក្បាលកោះតូច","17","1","4","190","1","","","31","186","3","108","541","2","543"
"កណ្ដាល","Kandal","ស្អាង","S'ang","តាលន់","Talon","1010","បឋមសិក្សា តាលន់","23","2","1","173","0","","","39","118","3","76","435","4","439"
"កណ្ដាល","Kandal","ស្អាង","S'ang","តាលន់","Talon","1304","បឋមសិក្សា តាលន់","12","1","7","138","0","","","24","109","4","44","339","5","344"
"កណ្ដាល","Kandal","ស្អាង","S'ang","តាលន់","Talon","1011","បឋមសិក្សា តាលន់","24","4","3","177","2","","","20","194","20","51","495","10","505"
"កណ្ដាល","Kandal","ស្អាង","S'ang","តាលន់","Talon","1012","បឋមសិក្សា កណ្ដាលកោះតូច","26","0","1","217","1","","","42","136","8","149","580","6","586"
"កណ្ដាល","Kandal","ស្អាង","S'ang","តាលន់","Talon","1013","បឋមសិក្សា វត្ដពោធិ","19","4","16","234","2","","","32","122","6","79","514","5","519"
"កណ្ដាល","Kandal","ស្អាង","S'ang","តាលន់","Talon","1273","បឋមសិក្សា វត្ដពោធិ","9","2","20","195","0","","","21","173","3","74","497","8","505"
"កណ្ដាល","Kandal","ស្អាង","S'ang","តាលន់","Talon","1014","បឋមសិក្សា វត្ដពោធិ","20","4","11","171","2","","","35","215","2","77","537","3","540"
"កណ្ដាល","Kandal","ស្អាង","S'ang","តាលន់","Talon","1373","បឋមសិក្សា វត្ដពោធិ","12","0","3","50","1","","","8","102","4","25","205","4","209"
"កណ្ដាល","Kandal","ស្អាង","S'ang","តាលន់","Talon","1015","បឋមសិក្សា ទួលស្ពឺ","29","4","3","222","1","","","33","155","4","99","550","4","554"
