"number","name","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","useful","notUseful","totalInBox"
"0098","បឋម។ត្បែងមានជ័យខាងជើង","13","2","4","292","","","","15","58","1","5","390","9","399"
"0159","បឋម។ត្បែងមានជ័យខាងជើង","12","1","1","290","","","","22","99","2","17","444","18","462"
"0104","សាលារៀនភូមិហ ្ម សែត","27","0","9","206","","","","14","129","2","8","395","6","401"
"0141","សាលារៀនភូមិហ ្ម សែត","18","4","2","135","","","","8","105","1","4","277","11","288"
"0105","សាលាឆទានភូមិស្រម៉ូវ","17","2","0","107","","","","5","103","2","4","240","16","256"
"0107","អនុវិទ្យាល័យ ហ៊ុន សែន","16","2","1","213","","","","20","92","0","8","352","8","360"
"0108","អនុវិទ្យាល័យ ហ៊ុន សែន","15","1","2","197","","","","13","83","2","8","321","15","336"
"0110","សាលារៀន ភូមិប៉ាលហាល","12","2","2","275","","","","3","36","0","2","332","14","346"
"0119","សាលារៀន ភូមិប៉ាលហាល","8","4","0","157","","","","1","11","0","5","186","6","192"
"0106","សាលារៀនភូមិស្ថាពរ","10","1","0","345","","","","11","45","1","5","418","12","430"
"0109","វត្ដពោធិសីលារាម","28","6","5","294","","","","11","71","1","14","430","22","452"
"0111","សាលារៀន ភូមិមហាផល","10","0","4","261","","","","1","40","0","1","317","18","335"
"0112","សាលារៀនភូមិបាក់កា","26","2","6","298","","","","52","39","1","3","427","37","464"
"0113","សាលាឆទានភូមិពោធិ៍ខឿន","4","4","4","281","","","","9","28","2","0","332","19","351"
"0114","វត្ដពោធ","49","16","10","334","","","","51","58","5","7","530","36","566"
"0115","វត្ដទួលឧត្ដម","37","11","9","275","","","","41","122","3","5","503","6","509"
"0116","សាលារៀនភូមិបុស្សធ","19","7","8","294","","","","20","52","1","2","403","5","408"
"0117","សាលារៀនព្រះឃ្លាំង","25","5","3","329","","","","27","52","5","9","455","31","486"
"0140","សាលារៀនព្រះឃ្លាំង","5","1","4","222","","","","11","37","1","5","286","27","313"
