"number","name","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","useful","notUseful","totalInBox"
"0692","វត្ដប្រវ៉ាល","26","5","26","86","","1","2","40","30","1","13","230","9","239"
"0584","សាលារៀនតាយែក","49","9","56","215","","6","6","72","112","10","37","572","9","581"
"0585","សាលារៀនបឹងវៀន","30","8","14","108","","2","7","52","130","4","14","369","2","371"
"0586","សាលារៀនដាក់ផ្កា","35","5","55","177","","3","3","77","121","1","23","500","9","509"
"0587","សាលារៀនផ្ការំចេក","76","10","12","110","","2","4","38","94","7","79","432","10","442"
"0588","សាលារៀនបឹងង៉ត","60","4","32","151","","2","6","83","103","3","87","531","13","544"
"0589","សាលារៀនប៉ោយស្ម ាច","23","6","18","223","","4","11","100","95","4","16","500","11","511"
"0590","សាលារៀនត្រ","24","1","22","312","","0","2","21","57","1","10","450","7","457"
"0591","សាលារៀនអំពៅដៀប","10","1","5","328","","0","5","27","18","0","7","401","1","402"
"0592","សាលារៀនអំពៅដៀប","34","1","13","255","","1","1","10","23","0","7","345","0","345"
"0593","សាលារៀនត្រ","5","3","7","270","","1","2","22","45","1","6","362","3","365"
"0594","សាលារៀនជ្រោយនាងងួន","53","8","5","235","","0","8","33","73","1","0","416","7","423"
"0595","សាលារៀនជ្រោយនាងងួន","32","4","9","386","","1","5","19","32","2","9","499","5","504"
"0733","សាលារៀនជ្រោយនាងងួន","26","2","5","187","","1","0","19","62","0","5","307","3","310"
"0596","សាលារៀនល្បើក","16","6","8","274","","3","3","89","166","2","2","569","7","576"
"0597","សាលារៀនក្លាំងហាយ","9","2","2","313","","2","1","37","26","3","9","404","11","415"
"0598","សាលារៀនគោកថ្កូវ","1","3","7","331","","1","8","20","58","1","9","439","9","448"
"0599","សាលារៀនភូមិធ្លក","96","5","10","222","","5","3","67","75","2","6","491","8","499"
"0802","សាលារៀនភូមិធ្លក","22","1","6","66","","0","0","8","28","0","1","132","4","136"
"0600","សាលារៀនពង្រ","29","9","13","346","","3","11","12","84","0","5","512","3","515"
"0601","សាលារៀនពង្រ","20","6","10","349","","2","6","54","7","1","13","468","14","482"
"0602","សាលារៀនរំដេង","58","4","10","253","","6","5","24","72","3","7","442","10","452"
"0779","សាលារៀនរំដេង","17","0","0","77","","1","0","9","25","0","2","131","1","132"
"0603","វត្ដមោង","17","9","4","313","","2","6","128","10","2","8","499","9","508"
"0734","សាលារៀនមោងខាងជើង","6","2","7","186","","0","5","86","8","0","7","307","3","310"
"0604","សាលារៀនខ្វែក","26","11","6","216","","3","6","178","91","5","40","582","4","586"
"0605","សាលារៀនល្វា","15","0","3","233","","1","4","54","13","1","2","326","11","337"
"0606","សាលារៀន ហ៊ុន សែន ប្រីយ","8","0","7","362","","1","10","24","47","1","0","460","11","471"
"0607","សាលារៀនចាស","40","7","27","352","","2","5","38","11","2","3","487","2","489"
"0608","សាលារៀន ហ៊ុន សែន ប្រីយ","6","6","11","373","","1","8","66","58","3","2","534","6","540"
"0609","សាលារៀនក្រូចចារ","5","2","2","94","","2","2","72","21","1","1","202","2","204"
"0610","សាលារៀនក្រូចចារ","8","0","2","93","","1","4","59","19","1","1","188","0","188"
"0611","សាលារៀនស្លែងស្ពាន","58","3","11","196","","4","5","98","68","5","77","525","2","527"
"0780","សាលារៀនស្លែងស្ពាន","36","4","8","105","","0","1","63","49","0","43","309","4","313"
"0735","សាលារៀនភូមិសាលា","20","3","3","176","","3","3","64","70","0","9","351","12","363"
"0612","សាលារៀនច្រនៀង","14","0","4","296","","1","2","119","27","1","10","474","5","479"
"0613","សាលារៀនចំការចេក","34","4","78","115","","1","1","44","37","7","13","334","3","337"
"0818","សាលារៀនចំការចេក","19","1","72","79","","3","2","30","28","1","13","248","5","253"
"0614","សាលារៀនភ្នំដ","31","4","26","102","","0","2","83","92","1","14","355","0","355"
"0736","វត្ដធ្លក","90","10","10","221","","4","9","128","47","3","2","524","14","538"
"0737","វត្ដដូនសុខ","4","2","5","265","","2","0","38","15","0","3","334","2","336"
"0738","សាលាឆទានរមៀត","1","1","4","148","","2","2","50","2","3","4","217","1","218"
"0615","សាលារៀនសក្ដា","61","4","36","150","","3","6","37","141","8","22","468","8","476"
"0781","សាលារៀនសក្ដា","42","3","35","132","","3","1","18","123","2","27","386","7","393"
"0693","សាលារៀនទឹកលិច","82","3","11","170","","4","7","36","101","8","26","448","16","464"
"0782","សាលារៀនទឹកលិច","80","5","15","211","","1","4","43","89","5","41","494","14","508"
"0616","សាលារៀន ខ្នាក្រៅ","18","6","18","320","","5","2","23","62","1","21","476","10","486"
"0803","សាលារៀន កន្ទួត","11","8","11","261","","1","5","41","20","7","4","369","21","390"
"0617","សាលារៀនតាពេញ","14","8","11","257","","3","4","40","42","2","4","385","10","395"
"0618","សាលារៀនអន្លង់ធ","11","6","24","287","","5","11","39","52","3","29","467","15","482"
"0783","សាលារៀនព្រះអង្គធ","17","5","14","240","","4","6","12","47","3","33","381","9","390"
"0619","វត្ដស្វាយលេ","22","6","13","264","","2","2","25","117","11","64","526","20","546"
"0694","វត្ដស្វាយលេ","24","3","9","214","","3","1","33","128","6","50","471","13","484"
"0620","សាលារៀនត្រពាំងស្វាយ","48","6","24","179","","7","6","17","158","10","91","546","15","561"
"0695","សាលារៀនត្រពាំងស្វាយ","30","5","19","160","","5","4","14","151","3","62","453","14","467"
"0621","សាលារៀនស្វាយលេ","24","6","21","264","","5","2","24","131","2","51","530","7","537"
"0696","សាលារៀនស្វាយលេ","17","6","15","254","","5","1","7","57","6","72","440","4","444"
"0697","សាលារៀនត្រពាំងស្វាយ","21","0","14","88","","3","5","12","83","3","30","259","13","272"
"0698","សាលារៀនត្រពាំងទឹម","16","1","31","125","","2","7","26","161","2","42","413","9","422"
