"number","name","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","useful","notUseful","totalInBox"
"0524","វត្ដត្រស់","10","1","7","298","","0","2","29","40","1","7","395","6","401"
"0525","វត្ដស្ដី","63","6","18","300","","3","8","51","53","3","8","513","7","520"
"0526","សាលាបឋមសិក្សាសាមគ្គី","17","2","12","334","","3","4","60","47","0","2","481","3","484"
"0527","សាលាបឋមសិក្សាសាមគ្គី","22","1","12","210","","1","7","21","57","1","3","335","8","343"
"0528","វត្ដម៉ាណោក","24","6","7","216","","4","7","86","37","1","12","400","7","407"
"0952","វត្ដម៉ាណោក","13","1","4","62","","0","1","19","11","0","3","114","4","118"
"0529","សាលាមត្ដេយ្យប្រលាយស្ដៅ","9","1","6","201","","2","5","15","56","1","5","301","1","302"
"0530","សាលាបឋមសិក្សាតាលាស់","21","2","8","293","","5","4","26","87","0","19","465","4","469"
"0531","ផ្ទះលោកបាន ឌឿន(ទួលព្រំ ២)","12","1","31","199","","7","3","18","79","0","3","353","6","359"
"0532","សាលាបឋមសក្សាចកតូច","7","0","6","325","","3","4","45","10","1","2","403","0","403"
"0533","សាលាឆទានចកតូច","9","1","14","293","","3","2","13","58","0","4","397","7","404"
"0534","សាលាបឋមសិក្សាចកធំ","9","5","16","203","","0","0","32","115","0","3","383","10","393"
"0535","វត្ដចកធំ","8","4","12","215","","3","7","22","79","1","1","352","9","361"
"0536","សាលាបឋមសិក្សាស្រែអូរ","14","4","16","417","","3","10","53","32","2","4","555","8","563"
"0537","សាលាកកោះជើង","6","4","8","248","","1","3","114","65","1","4","454","14","468"
"0538","សាលាបឋមសិក្សាផ្អៀង","17","6","18","176","","2","10","40","60","5","3","337","5","342"
"0539","សាលារៀនកកោះ","12","5","14","180","","3","4","160","48","0","10","436","5","441"
"0540","សាលារៀនទួលព្រំ១","27","6","37","218","","1","7","57","89","3","10","455","10","465"
"0541","សាលាបឋមសិក្សាទួលព្រំ ១","13","2","25","166","","0","4","44","69","0","4","327","16","343"
"1028","សាលាបឋមសិក្សាទួលព្រំ ១","21","3","18","145","","4","3","47","82","2","4","329","7","336"
"0542","បឋមសិក្សាដុបក្រសាំង","24","0","13","302","","1","6","34","75","0","10","465","9","474"
"0543","បឋមសិក្សាដុបក្រសាំង","13","3","11","294","","0","8","25","87","4","12","457","6","463"
"0544","សាលាបឋមសិក្សាស្ទឹងចក","9","4","10","276","","2","7","40","76","2","7","433","4","437"
"0545","អនុវិទ្យាល័យព្រៃតូច","11","3","12","334","","3","7","61","88","1","1","521","7","528"
"0546","សាលាបឋមសិក្សាព្រៃតូច","10","1","12","397","","5","4","80","59","2","5","575","4","579"
"0547","សាលារៀនកូនខ្លុង","13","1","50","216","","2","10","44","155","1","4","496","4","500"
"0548","សាលារៀនកូនខ្លុង","15","2","33","221","","1","10","67","138","2","6","495","8","503"
"0549","សាលារៀនកូនខ្លុង","14","2","40","198","","4","8","43","162","2","8","481","5","486"
"0550","សាលាបឋមសិក្សាព្រាននិល","8","3","35","241","","4","5","28","69","0","1","394","2","396"
"0551","សាលាបឋមសិក្សាបឹងបី","10","3","16","307","","7","8","106","64","0","1","522","5","527"
"0552"," ្រៃព ្រព១ផ្ទ ះលាកស្រយាន ម៉ាច","4","0","7","142","","2","1","13","21","2","21","213","4","217"
"0553","សាលាបឋមសិក្សាអន្លង់កូប","10","0","12","260","","0","1","14","10","1","32","340","0","340"
"0554","សាលាបឋមសិក្សាព្រែកអាំ","3","0","4","123","","0","3","26","40","1","9","209","3","212"
"0555","មន្ទីរពេទ្យកូនក្អែក ២","6","2","16","285","","0","9","16","70","0","9","413","0","413"
"0861","សាលារៀនកំរងកូនក្អែក","6","2","19","284","","0","8","10","61","1","16","407","0","407"
"0556","សាលារៀនកំរងកូនក្អែក","4","0","22","304","","1","6","8","61","0","16","422","5","427"
"0557","ព្រៃព្រំ២រោងវីដេអូរលោក ក្រឹល","33","1","17","331","","0","3","4","49","1","14","453","5","458"
"0558","សាលាបឋមសិក្សាគួយជីកដី","8","0","12","257","","1","9","27","102","1","10","427","3","430"
"0559","ផ្ទះលក រួន","12","0","7","277","","1","2","4","147","0","6","456","4","460"
"0794","សាលារៀនអន្លង់ត្រាច","6","1","3","229","","1","0","5","32","0","10","287","3","290"
"0862","សាលារៀនអន្លង់ត្រាច","8","2","4","214","","6","3","2","33","1","4","277","11","288"
"0795","សាលារៀនអន្លង់តាម៉ុក","10","4","9","234","","0","6","21","127","0","4","415","6","421"
"0842","វត្ដព្រះធាតុ","13","2","8","324","","2","13","87","42","2","6","499","11","510"
"0569","សាលារៀនឆ្កែខាំប្រើស","5","0","4","188","","0","4","63","11","1","1","277","0","277"
"1029","សាលារៀនឆែខាប្រើស","7","0","12","166","","1","1","61","16","0","1","265","5","270"
"0570","សាលារៀនភូមិសៀម","5","3","16","177","","1","5","54","51","3","3","318","3","321"
"0571","វត្ដព្រែកជីក","5","2","9","165","","0","8","24","47","0","6","266","4","270"
"0910","វត្ដព្រែកជីក","20","1","6","214","","1","11","37","72","2","11","375","12","387"
"0863","សាលារៀនឈូក","6","0","7","95","","1","1","12","58","0","8","188","3","191"
"1031","សាលារៀនឈូក","7","1","11","140","","1","1","12","56","1","7","237","11","248"
"0911","សាលារៀនអូររំចេក","9","0","6","121","","2","2","5","34","1","6","186","0","186"
"1030","សាលារៀនអូររំចេក","11","1","9","171","","2","7","15","63","1","9","289","9","298"
"0572","សាលារៀនព្រែកជីក","7","2","4","262","","6","7","33","105","1","2","429","5","434"
"0912","សាលារៀនភូមិថ្នំ","16","2","13","281","","5","7","27","75","0","2","428","5","433"
