"province_kh_name","province_en_name","district_kh_name","district_en_name","commune_kh_name","commune_en_name","station_number","station_name","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","useful_votes","non_useful_votes","total_in_box"
"ស្ទឹងត្រែង","Stung Treng","សេសាន","Sesan","ស្តៅ","Sdau","0009","វត្ដនទីសិលារាម ភូមិ ១","10","1","3","346","","","","10","33","1","12","416","16","432"
"ស្ទឹងត្រែង","Stung Treng","សេសាន","Sesan","ស្តៅ","Sdau","0093","សាលាបឋមសិក្សាញេុីន","3","2","3","108","","","","1","25","0","0","142","7","149"
"ស្ទឹងត្រែង","Stung Treng","សេសាន","Sesan","ស្រែគរ","Srae Kor","0010","វត្ដពន្លឺសាមគ្គី","106","7","6","260","","","","6","133","1","3","522","5","527"
"ស្ទឹងត្រែង","Stung Treng","សេសាន","Sesan","ស្រែគរ","Srae Kor","0101","វត្ដពន្លឺសាមគ្គី","16","3","4","77","","","","0","47","0","0","147","0","147"
"ស្ទឹងត្រែង","Stung Treng","សេសាន","Sesan","តាឡាត","Ta Lat","0011","វត្ដ ខ្សាច់ថី្ម ធំ","67","9","8","238","","","","13","52","3","2","392","27","419"
"ស្ទឹងត្រែង","Stung Treng","សេសាន","Sesan","តាឡាត","Ta Lat","0012","វត្ដ ស្វាយរៀង","14","9","2","343","","","","2","43","1","3","417","11","428"
"ស្ទឹងត្រែង","Stung Treng","សេសាន","Sesan","តាឡាត","Ta Lat","0013","សាលាឆទាន រំពាត់","3","7","3","173","","","","0","6","1","3","196","9","205"
"ស្ទឹងត្រែង","Stung Treng","សៀមបូក","Siem Bouk","កោះព្រះ","Koh Preah","0014","សាលារៀន កោះព្រះ","41","5","3","405","","","","4","54","1","4","517","12","529"
"ស្ទឹងត្រែង","Stung Treng","សៀមបូក","Siem Bouk","កោះព្រះ","Koh Preah","0109","សាលារៀន កោះព្រះ","3","0","0","58","","","","1","10","2","1","75","1","76"
"ស្ទឹងត្រែង","Stung Treng","សៀមបូក","Siem Bouk","កោះសំពាយ","Koh Sompeay","0015","វត្ដកោះសំពាយ","22","4","3","477","","","","4","48","3","4","565","11","576"
"ស្ទឹងត្រែង","Stung Treng","សៀមបូក","Siem Bouk","កោះសំពាយ","Koh Sompeay","0016","វត្ដដំរីផុង","4","0","4","240","","","","11","69","2","5","335","7","342"
"ស្ទឹងត្រែង","Stung Treng","សៀមបូក","Siem Bouk","កោះស្រឡាយ","Koh Srolay","0017","វត្ដ កាំងដែក","17","2","4","205","","","","6","56","0","5","295","14","309"
"ស្ទឹងត្រែង","Stung Treng","សៀមបូក","Siem Bouk","កោះស្រឡាយ","Koh Srolay","0115","វត្ដ កាំងដែក","14","4","0","209","","","","10","43","0","5","285","1","286"
"ស្ទឹងត្រែង","Stung Treng","សៀមបូក","Siem Bouk","កោះស្រឡាយ","Koh Srolay","0018","វត្ដកោះសាគរ","3","3","2","413","","","","1","25","2","1","450","4","454"
"ស្ទឹងត្រែង","Stung Treng","សៀមបូក","Siem Bouk","កោះស្រឡាយ","Koh Srolay","0089","សាលារៀនភ្ជុល","8","3","3","204","","","","3","13","1","1","236","2","238"
"ស្ទឹងត្រែង","Stung Treng","សៀមបូក","Siem Bouk","អូរម្រះ","Ou Mreah","0019","សាលារៀនត្បូងខ្លា","25","9","3","393","","","","32","49","4","11","526","6","532"
"ស្ទឹងត្រែង","Stung Treng","សៀមបូក","Siem Bouk","អូរម្រះ","Ou Mreah","0094","សាលារៀនអូរម្រះ","17","4","3","68","","","","12","47","0","0","151","5","156"
"ស្ទឹងត្រែង","Stung Treng","សៀមបូក","Siem Bouk","អូរឫស្សីកណ្តាល","Ou Russei Kandal","0020","បឋមសិក្សា អូរឫស្សីកណ្ដាល","9","1","1","236","","","","6","20","1","3","277","14","291"
"ស្ទឹងត្រែង","Stung Treng","សៀមបូក","Siem Bouk","អូរឫស្សីកណ្តាល","Ou Russei Kandal","0116","សាលាឆទានភូមិបេង","6","1","1","511","","","","1","1","0","3","524","19","543"
"ស្ទឹងត្រែង","Stung Treng","សៀមបូក","Siem Bouk","សៀមបូក","Siem Bouk","0021","សាលារៀនសៀមបូក","18","1","3","303","","","","21","35","1","6","388","10","398"
"ស្ទឹងត្រែង","Stung Treng","សៀមបូក","Siem Bouk","សៀមបូក","Siem Bouk","0095","សាលារៀនអូរឡង់","6","4","4","196","","","","10","7","0","6","233","4","237"
"ស្ទឹងត្រែង","Stung Treng","សៀមបូក","Siem Bouk","ស្រែក្រសាំង","Srae Krasang","0022","វត្ដស្រែក្រសាំង","16","0","3","232","","","","13","52","0","0","316","4","320"
"ស្ទឹងត្រែង","Stung Treng","សៀមបូក","Siem Bouk","ស្រែក្រសាំង","Srae Krasang","0102","វត្ដស្រែក្រសាំង","8","2","3","294","","","","13","69","0","3","392","6","398"
"ស្ទឹងត្រែង","Stung Treng","សៀមបូក","Siem Bouk","ស្រែក្រសាំង","Srae Krasang","0023","សាលារៀន កោះក្រូច","5","2","1","153","","","","7","36","2","0","206","5","211"
"ស្ទឹងត្រែង","Stung Treng","សៀមប៉ាង","Siem Pang","ព្រែកមាស","Praek Meas","0024","សាលារៀនពងក្រៀល","33","1","3","191","","","","8","50","3","4","293","9","302"
"ស្ទឹងត្រែង","Stung Treng","សៀមប៉ាង","Siem Pang","ព្រែកមាស","Praek Meas","0118","សាលារៀនពងក្រៀល","22","6","5","179","","","","12","49","3","2","278","6","284"
"ស្ទឹងត្រែង","Stung Treng","សៀមប៉ាង","Siem Pang","ព្រែកមាស","Praek Meas","0025","សាលាសំណាក់ខិះស្វាយ","43","6","3","221","","","","7","97","4","4","385","18","403"
"ស្ទឹងត្រែង","Stung Treng","សៀមប៉ាង","Siem Pang","ព្រែកមាស","Praek Meas","0026","សាលារៀនខាំភោគ","16","1","0","235","","","","1","2","0","1","256","6","262"
"ស្ទឹងត្រែង","Stung Treng","សៀមប៉ាង","Siem Pang","សេកុង","Sekong","0027","វត្ដ សៀមប៉ាង","17","6","6","176","","","","7","45","2","2","261","4","265"
"ស្ទឹងត្រែង","Stung Treng","សៀមប៉ាង","Siem Pang","សេកុង","Sekong","0113","វត្ដ សៀមប៉ាង","13","7","4","231","","","","5","82","0","4","346","10","356"
"ស្ទឹងត្រែង","Stung Treng","សៀមប៉ាង","Siem Pang","សេកុង","Sekong","0028","សាលាឆទានកែងញែ","65","6","8","221","","","","5","56","4","8","373","16","389"
"ស្ទឹងត្រែង","Stung Treng","សៀមប៉ាង","Siem Pang","សេកុង","Sekong","0029","សាលាឆទានដនឡូង","55","5","3","238","","","","8","9","4","6","328","5","333"
"ស្ទឹងត្រែង","Stung Treng","សៀមប៉ាង","Siem Pang","សេកុង","Sekong","0030","សាលាឆទានចន្ទុះ","17","2","2","126","","","","2","15","0","2","166","16","182"
"ស្ទឹងត្រែង","Stung Treng","សៀមប៉ាង","Siem Pang","សេកុង","Sekong","0096","សាលាឆទានសាម៉","4","1","0","44","","","","3","21","0","0","73","6","79"
"ស្ទឹងត្រែង","Stung Treng","សៀមប៉ាង","Siem Pang","សន្តិភាព","Santipheap","0031","សាលារៀនទាក់ទាម","22","5","2","236","","","","1","7","1","2","276","5","281"
"ស្ទឹងត្រែង","Stung Treng","សៀមប៉ាង","Siem Pang","សន្តិភាព","Santipheap","0032","សាលារៀនអូរចាយ","19","2","0","178","","","","0","9","2","2","212","14","226"
