"number","name","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","useful","notUseful","totalInBox"
"0570","ផ្ទះ ក្រឹង វន","82","2","3","140","","3","1","126","107","0","3","467","40","507"
"0686","ផ្ទះ ក្រឹង វន","28","0","1","68","","2","3","38","51","0","0","191","5","196"
"0571","វត្ដស្រីទូល","36","1","1","110","","4","1","50","65","4","3","275","2","277"
"0738","វត្ដស្រីទូល","29","2","0","122","","5","4","60","53","1","0","276","6","282"
"0572","ផ្ទះ អីុង ព្រិច","35","6","4","107","","3","6","71","122","0","15","369","9","378"
"0573","កណ្ដាលភូមិច្រាំងស","33","4","1","83","","2","3","139","55","0","0","320","10","330"
"0574","សាលារៀនប៉ុលអូន","22","6","3","102","","4","7","144","59","1","8","356","5","361"
"0575","សាលារៀនទ្រា","21","2","4","149","","1","5","230","80","1","4","497","3","500"
"0687","សាលារៀនទ្រា","22","1","5","107","","1","0","128","45","0","5","314","2","316"
"0576","វត្ដហប","47","5","2","234","","1","0","90","80","1","14","474","9","483"
"0577","សាលារៀនត្រែង","37","3","2","181","","3","0","91","47","1","4","369","5","374"
"0578","វត្ដត្រែង","68","4","5","163","","6","3","107","56","0","9","421","11","432"
"0579","វត្ដទំពេជ","83","8","6","229","","1","5","42","48","6","6","434","17","451"
"0580","ទួលអ្នកតាពពាយ","78","16","4","115","","5","2","131","92","3","5","451","13","464"
